song_id,artist_id,artist_name,title,year
SOCOMNU12AB017EFC2,ARXJSHW1187B9A2A52,Nestor Torres,Rhumboso,0
SOHAZVL12A8C142715,ARLIIVS1187FB5583B,Philip Glass,The Kiss: Chris & The Model Airplane,0
SOFNNDS12A8C138268,ART8F8O1187B9A538D,Herbert Von Karajan,Variations Sur Un Theme De Haydn Op51,0
SOALFBA12A81C20681,ARN3O411187FB4D859,Stephan Micus,Part 1 (19 Flowerpots_ 2 Hammered Dulcimers_ Bavarian Zither_ Shakuhachi),1988
SOWJAVO12AB0180222,AR8BMEQ1187B9B4214,Pumpkin Buzzard,Gumby Killed the Dinosaur (House Mix),0
SOOGGUS12A8C138B27,ARGP7WY1187FB45464,Edmond Leung,Ling Shi Shi Ji Fen,0
SOJKNYV12A8C133E9C,AR9ILJF1187B9B80ED,Gabriel Yared,Devon,2003
SOHTCQC12A6D4F49CA,ART8F8O1187B9A538D,Herbert Von Karajan,Si Mi Chiamano Mimila Boheme Act1 Remast,0
SOKUXFH12A8C145EF7,AREPD8D1187FB3F5BC,Sister Hazel,This Kind Of Love (Full Band),0
SOYZHTW12A58A7DAD9,ARDF8K01187FB37200,Wolfmother,White Feather,2009
SOPUUCZ12AB0180B3B,ARRCKE61187B99377F,Janice Robinson,Dreamer (Jamie J Sanchez Club Mix),0
SODXVQZ12AC468707A,ARWMZYB1187FB480A7,The Aftermath,Might As Well Laugh,0
SOEHTZE12A6310F0F2,ARJ7KF01187B98D717,Coldplay,One I Love,2002
SODRLDV12A8C13D25E,ARWC3XN1187B9A8D82,ZO2,Isolate,2007
SOUWONL12A8C13EA27,ARXDOUQ11F50C4A239,Wednesday 13's Frankenstein Drag Queens From Planet 13,Bark At The Moon (Album Version),0
SONDAME12A6D4F9352,ARI8ECO119B3403C34,Ed Byrne,Who's Your Daddy?,0
SOELMDY12A6D4FB18A,ARCP94M1187B9B0F56,Every Time I Die,California_ Gracefully,2001
SOKVKEC12AB0186B68,ARW2U4O1187FB4408B,Andrew W.K.,Don't Call Me Andy,2006
SOSWYWM12AB018A072,ARZH3SW1187B98C96E,Onyx,The Force,0
SOQUGRT12A6701DD47,ARJ2PMY1187FB5B563,Burning Spear,It's A Long Way Around,1977
SOIIZIX12A6D4F799D,ARU35NK1187FB46CFD,Methods Of Mayhem / Scott Kirkland,Narcotic,1999
SOGDJTG12AC960A37D,ARU0HTX1187B98B4C6,Lisa Lynne,Still I Will,2001
SOTYBQB12A8C139F0C,ARCVMYS12454A51E6E,The Sun Harbor's Chorus-Documentary Recordings,Taps,0
SOCDZDT12A6D4F8F73,ARIZODP1187B9AD272,Bryan Ferry,Don't Worry Baby (1999 Digital Remaster),1973
SONMSFX12AB018CD74,ARAHQDS1187FB55275,Maysa,Ou\xc3\xa7a,2008
SOIJQRD12AB01882D0,AROIL3N1187B9A9975,BLEED THE SKY,Kettle Black,2008
SOUWRJF12AC46862F7,ARPAH7U1187B9A308F,Fred Locks,Mama Don't Know Love,0
SOCXIYL12AB0185958,ARZ507V1187FB4425E,Ragheb Alama,Al'amadalah Assa'bah (2004 Digital Remaster),0
SOJVTTZ12A6D4F99D8,ARO41T51187FB397AB,Sasha,Turn It Into Something Special (Svengali's remix f\xc3\xbcr Elisa),0
SOTIRUS12A8C13F53D,ARNCOPS1187FB5A086,Dolores Keane,Storm In My Heart,1993
SODXIIY12A8AE4677E,ARGESWU11F4C83BA07,Lauren Wagner & Fred Weldy,Social Note,0
SODXZZK12A58A7B5D4,ARDAE2T1187FB50796,Mr. Sancho,I'm callin,0
SOXNBSR12A8C13D3E5,ARBIPSC1187FB522FE,Tony Danza Tap Dance Extravaganza_ The,Cliff Burton Surprise,0
SOCTUML12A8AE45691,ARC15471187FB4640C,Hurricane,I'm On To You,1988
SOZNFIN12A8C13EDBA,ARSEUOO1187B999569,Adolph Hofner,How I Miss You Tonight,0
SOCHSUI12A8C131C44,AR7JPF81187B988D23,Charlie McCoy,Night Life,1991
SOASAPT12AB01836BB,AR1Y37Q1187B9B66D2,Suicide,Shadows of the thought,0
SOIQFYV12A8C13EEB6,AREGV3K1187B9AF614,M\xc3\xb6tley Cr\xc3\xbce,Wild Side,1987
SOPCBZF12AB01836CC,ARLBNAC1187FB47151,Alex Gopher,Aurora (Rory's Cassette Jam Remix),0
SOZFOCS12A8C142CA3,ARONPP01187B995FB5,Cockney Rejects,Big Time Charlie,2007
SOGJUBN12AB017CF98,ARC43071187B990240,Wayne Watson,Somebody Sing,0
SOOEQIN12A8C13B8EF,ARG3UX61187B9AC05A,D.O.W.N.,Hustlin',0
SONUVBD12AB0186112,AR5M35O1187B9A0D74,SOL,Puedes ser feliz,0
SORGQGD12AB0185998,AR32PK91187FB4D6E2,Philip Bailey,Sometime Ago,0
SOAVVDB12A8C136842,ARZEA421187FB5B5BA,Lee Michaels,My Lady,0
SOCJAYM12A8C138772,AREV2491187B9B017E,Mobb Deep,Up North Trip,1995
SOSFVMZ12A6D4F5951,AR23EC41187FB4805D,The American Boychoir,Intermezzo,0
SOOSLVC12A8C13E51E,AR7H21J1187FB40C69,Mr. Lif,For You,2006
SOGRSCQ12A8C1367FE,ARASWKT1187B9923B7,Felix Slatkin/Concert Arts Symphonic Band,El Capitan (1998 Digital Remaster),0
SOHNAWQ12A6D4FCFF9,ARK0VFZ1187FB4309B,Shirley Caesar,Healed (LP Version),0
SOGJYMK12AB018272A,ARK9K3O1187B98F504,Cherrelle,Into My Eyes,1999
SONFHHG12A58A7D321,ARWGIOC1187FB4CBEF,Jim Chappell,Almost Us,1997
SOELNMY12A8C13759B,ARFVYJI1187B9B8E13,Pearl Jam,4/20/02,0
SOJDKQV12A6D4FAF0E,AR2KSTE1187FB57A36,Petra,Don't Let Your Heart Be Hardened (This Means War Album Version),0
SOKGAEA12AB017F671,ARUWLCL1187FB549B8,Yamandu + Dominguinhos,Chorando Baixinho,0
SOQPXJH12A8C13C3EA,ARHWVGW1187FB41479,The Paul Butterfield Blues Band,Pretty Woman (LP Version),1971
SOGMWOY12AB017FA59,ARVXKTV1187FB44139,Arsonists Get All The Girls,Violence in Fluid Triceratops,2009
SOLWUMG12A8C13106C,ARMIMHT1187B98F038,Teena Marie,How Can You Resist It,1990
SOCTKFG12AB017D983,AR8XG9J1187FB418C1,Jerry Butler,He Will Break Your Heart,1960
SOHROMP12A6D4FEFC7,ARALUUG1187FB58696,Irma Thomas,The Same Love That Made Me Laugh  [LP Version],0
SOBMBXU12A6D4F894C,ARO41T51187FB397AB,Sasha,Do It To Me,0
SOIUSAD12AC4689EB2,ARXR2N11187B99857E,Hot Wire,Like A Prayer (Tribute To Madonna),0
SODEXMV12A8C13B960,ARX9YIP1187B98A656,RUN-DMC,Faces,1990
SOQORVZ12AB01899FF,ARJQ8WU1187FB37FCD,Patrick Saint-Eloi,Ola ou y\xc3\xa9,0
SOISAFU12CF5F882E5,ARY53RR1187B9AE485,Avril Lavigne,How Does It Feel,2004
SODYDMB12AC46896F8,ARWLV931187B9B0F5A,Evergreen Terrace,Look Up At The Stars And You're Gone,2001
SOGOQUK12AB018C3F1,AR286CH1187B9B8441,James Ingram,A Baby's Born,1993
SONQNCK12A8C13ADCB,AR0IAWL1187B9A96D0,Danilo Perez / Claus Ogerman,The Saga Of Rita Joe,2008
SOMGVPO12A6D4F81E4,AREPD8D1187FB3F5BC,Sister Hazel,Cerilene,1997
SORIFID12A8C140949,AR323JD1187FB483D0,Solomon,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Fugue,0
SOMCTKM12A8C138B86,ARJRQL51187FB541AB,Juan Carlos Baglietto,Tiempos Dificiles,1982
SOLVUWT12A6D4FA589,AR6U6C51187B9B6F68,Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt,1. Molto allegro con fuoco,0
SOUHVMV12A58A7C4D9,ARLSGUY1187B98AEBC,Crabby Appleton,Go Back,1970
SOVKAUG12AC468672A,ARBJFXO122C8677DF0,Dave Rave_ Mark McCarron,They Held Hands,0
SOCKOBC12A81C238AE,ARINXZA1187FB56902,Remi Nicole,Rock N Roll,0
SOORQPU12AB0188E50,AR8R2KI11C8A415967,Andr\xc3\xa9 Blot,Breiz Ma bro,0
SOOZSTX12AB01842AA,ARHOSMU1242078130D,All Leather,As The Hog Pisseth,0
SOWROAS12A8C14258B,ARJ7SQ31187B9AF432,Billy Bragg,Goodbye (Solo Version),2008
SOSWZOB12A58A7E693,AR7AOEJ1187FB3D279,Little Milton,My Way,0
SOINJPD12A6D4F8726,ARFT5CP1187FB50263,Junior Jack,E Samba (Accapella),0
SODREXM12AB017C1E8,ARH861H1187B9B799E,Johnny Cash,You Tell Me,1959
SOQDCHV12A6D4FC12D,AR38I491187B9B2F2D,Lil Boosie,I Remember (amended album version),2006
SOLTZIT12A58A7B9BC,ARTBQTE1187B9B8A0F,Candlebox,Lover Come Back To Me,0
SORAVAX12A8C137A3B,ARKC83D1187B9AB367,Mark Lowry,Jesus Laughing (Some Things Never Change Version),0
SOZRIFJ12A67ADA4BE,AR9YWMS1187FB43A34,Dinosaur Jr.,Been There All The Time,2007
SOKVYHL12AAF3B48A5,ARXB7B21187B98BEF0,Marisela,Loca (a/k/a Crazy) (Version Banda),0
SOIVHOS12A8C13759D,AR37E341187B989A3E,Wilshire,When,2003
SOCHPTV12A6BD53113,ARN8NCB1187FB49652,Lionel Rogg,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,0
SOVKBMW12A8C140754,ARHYNR9119B8668FA3,The Oh Sees,It Killed Mom,0
SOJULNT12AB018486A,ARBZAIL1187FB5B1C8,Bob Margolin,Baby_ Baby_ Baby,0
SOQMIXU12A8C13C915,ARBJC9U1187B9A70AC,Kitty Kallen,If You Smile At The Sun,0
SOHTPLG12AB0185DF3,ARAOAHG1241B9C8D9B,Autonomous Bass Heads,Beat Conductor,0
SOPVFQR12AB0182066,ARMYKRB1187B98CFF0,Cowboy Mouth,Disconnected,0
SOWGMLU12A58A7E280,ARG36WO1187B9B3A9A,Jeff Talmadge,The Hard Part's Letting Go,0
SOOSUHA12A6BD53D30,AREUYDJ1187B9BA040,Krystof,Ostravaczech,2006
SOERPVK12AB0185466,ARAOADX1187B98AED3,Dwight Twilley,Tomorrow Never Knows,0
SOQUGCC12A8C1424D2,AR1VCLT1187FB4C8AC,Tum Tum,So Fresh,0
SOVTEUT12AB0185D22,AR7ZI7Z1187B98BF55,M\xc3\xa4go de Oz,Qu\xc3\xa9 Desilusi\xc3\xb3n,2010
SOWHCQG12AB0187E19,ARJDMBO1187B9AD118,Johnny Osbourne,Come ALong,0
SOTLPLH12A8C132E36,ARDZJ6H1187FB387F2,Moraes Moreira,Banho De Amor,1991
SOBLUPB12AB017D074,AR3JLWI1187FB37141,Darko,Danote,0
SODUZHA12A6D4FAF3F,AR2KSTE1187FB57A36,Petra,Angel Of Light (Never Say Die Album Version),0
SOSZHGZ12A8C13B75E,AREENKN1187B98F35D,Plasmatics,Dream Lover,1980
SOCGCVT12A6D4FAF6F,AR9AM2N1187B9AD2F1,Inspiral Carpets,Party In The Sky,1994
SOSAVBB12A8C13D255,ARR40ZV1187B9A10A8,Stern,T\xc3\xbcflische Plan,0
SOGPQGK12AB018A30B,ARZDUJG1242077E2C5,Yuridia,Regresa A Mi (Unbreak My Heart),0
SOFKQMM12A8C137176,ARN7OQ21187FB5A6B3,Furry Lewis,I Will Turn Your Money Green (Tk. 1),0
SOSQILZ12AB0185AFB,ARG09R51187FB4D5C2,Bryan White,I Can't Wait 'Til Christmas (LP Version),1999
SOSZPZP12A58A7E624,ARJ3DXR1187FB4F879,Dirty Harry,The Fortway,0
SOFPDFR12A8C136ACA,ARLMCCW1241B9CE7CB,Kurt Tepperwein,Subliminal mit Naturgeraeuschen,0
SOTWTSO12A8C142128,AR6IJ6U1187B99FC7C,Alberto Cortez,Guitarra Dimelo Tu,0
SOLYFEM12A8AE4836E,ARMPQIE1187FB3D4EB,Bounty Killer,Gun Thirsty,2001
SOHOSLP12AB01805E6,ARO7FES1187B9A59BE,M.I.K.E.,Hollow Dream,2006
SOKFQQD12A8C138826,ARBB58Y1187B9B621B,Bill & Gloria Gaither,Jesus Hold My Hand (The Best of Homecoming - Volume 1 Version),0
SOYRCSM12AB0181154,AR3TITY1187B99E790,Gyptian,Lonely,0
SOAECMT12AB0183897,ARRESZG1187B9A3FBF,Les Hou-Lops,Hold me,0
SOMTPYO12A8C14413D,ARXGASQ1187FB3C727,Camp Lo,Uptown,2009
SOAEPLE12AB0186815,ARSF4161187B9B449F,The Gone Jackals,That Blows My Mind (Slammin' and Way Out There!),1998
SOUTSOK12A8C146665,ARU868Z1187FB47319,Wonderland,You,0
SOCFXMH12A6D4FD1B8,ARTXGGI1187B9B3D58,Blackalicious,Ego Trip by Nikki Giovanni,1999
SOMXUAV12AB0188A0E,ARALP6I1187B989E27,The Shirelles,Dedicated To The One I Love,1960
SOJIRPT12AB01877A6,ARJ2PMY1187FB5B563,Burning Spear,Walking In Dub,2009
SODTJWJ12CF5F88321,ARSW5F51187FB4CFC9,Alice In Chains,I Know Somethin (Bout You),1990
SOMDRBE12AB01813EA,ARANIJI11F4C83EFD2,Toots & The Maytals,Sweet & Dandy,1984
SOCGJEM12AB0185E26,ARUYVDC12086C11D5C,Fever Ray,When I Grow Up,2009
SOGTRKA12A8C137D72,AR2UQQ51187B9AC816,Gipsy Kings,Somos Gitanos,2001
SOQMTGB12A6D4F5285,ARHFEBO11F50C4825A,Flor Silvestre,Gaviota Traidora,0
SOQVDWT12AC468A52B,ARXOUML1187FB48ACB,Patrick Lamb,I Remember,2007
SOPQEVH12A8C135713,AR0CDSK1187FB52ED6,Asleep At The Wheel,Let Me Go Home Whiskey,0
SOHSENM12AB017FFF5,ARDDWUI1187FB379F7,Amoral,The Last Round,2004
SOAIQBP12AB01899F4,AROLDZG1187FB50AFB,Melvins,You've Never Been Right - (Live In Boston_ MA 2008),2009
SOWWLVP12A8C138BFB,ARHONG11187FB3B120,L.A. Guns,Magdalaine,1989
SOWTBHJ12AB0184F4D,ARDKSWK1187B99092B,Stan,Luv,0
SOYMCST12AB017E8AB,ARWAPYC1187FB3FCAF,S.U.P,Insanity,0
SOMBKBP12AC468D7E2,ARPQ4Z01187FB3A736,Butthole Surfers,Wichita Cathedral [live],0
SOLTKCF12AB018600D,ARE73DO1187B9B9DDE,Los Brujos,Si Yo Tuviera,0
SONIHFO12CF5F87D6C,ARS86AJ1187B9B4225,Janis Joplin,Piece Of My Heart,1972
SOVKZLE12AB018A2F4,ARBQ5TQ1187B992B8A,Vivian,Better,0
SOLKHLK12A8AE47A23,AR0KBXO1187B996460,Slipknot,The Heretic Anthem (Live version) (Album Version),0
SOHDPPB12AC4687A5A,ARCDLDD11F33E000A4,Varios,II Allegro,0
SOSMJQM12AC4686FC7,ARROUEA1187FB4AA0F,Atom,Merzwaltz,0
SOVJUCU12A8C138B3E,ARN6EWN1187B9A4600,Jimmy Wyble,No More Blues,2005
SOEMDLK12AB01860D9,AR08NXW1187B99526D,Die Symphony,Ugly Like Me (Demo Version),0
SOHSILH12A58A7CA6B,ARUUXNF1187B98FB36,Charlie Peacock,Hot Night Downtown,1988
SOOGMHS12AB017D84A,ARZMWNY1187B99EBF1,Paul Geremia,Tootie Blues,2004
SOKHJYT12A8C13731B,AR4GP451187FB3F2BB,Andy Griffith,The Old Rugged Cross (Medley)  (Love To Tell The Story Album Version),0
SOFNSNQ12AB01833D2,ARUAKAN1187FB48204,Walter Trout,Obstacles in My Way,1997
SOYQGMA12A6D4FA935,AR3RNXB1187B98F0B4,Monique Marvez,No Bad Oral Sex / Dick Dessert,0
SONOWJT12A81C23646,ARFZDSJ1187FB494AB,Dancecore Allstars,When The Sun Comes Out,0
SODKVWC12AF72A53CF,AR9LJ9D1187FB4303D,Sean Kingston,Face Drop,2009
SOFUKSP12A8C1416DC,ARE36MM1187B991E50,Blind Lemon Jefferson,Gone Dead On You Blues,1972
SOBYREB12A8C13CF88,AR9HNKW1187FB57EC6,Mei Chi Chiang,Chagall(OS),0
SOQQIOF12A8AE47FD0,AR9ILJF1187B9B80ED,Gabriel Yared,Les chasseurs d'esclaves,2006
SOWDQHL12A6D4FAE8F,ARRJFJ31187B9961EF,Sergio Dalma,La Marca De Tus Labios,1995
SOSHNFD12AB0188458,ARK9W051187FB4B783,Zombina & The Skeletons,Sea Of Heartbreak,0
SORYSZW12AB0188A2A,ARMZJIZ1241B9CA2DB,The Jane Shermans,Ammunition,2008
SOJWCMG12A8AE46D46,ARDVZTE1187FB5A0A1,Bon Jovi,I Love This Town,2007
SOFYDKI12A8C13F96E,ARGAJDQ11F50C4EDDF,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,Miserere: XII. Ne Projicias,0
SOTOIUP12AB0180CA0,ARUNYOW1187FB43F2A,Blind Boy Fuller,Got To Find My Little Woman,2005
SOACIFE12AB0187C9C,AR4L5ZC1187FB450A4,Bescenta,So In Love,0
SOSLKBG12AB018D75E,AR0TZ7T1187B994E37,"Dave ""Baby"" Cortez",The Happy Organ,1976
SOOUGMQ12A8AE472AC,AR5IDI61187FB43E75,Bloomfield,Quartier Latin,0
SOLVYRN12AF72A9C09,ARW2U4O1187FB4408B,Andrew W.K.,Can You Dance With Me?,2006
SOBCOMU12A8C1330B0,ARH1LE01187B98D68D,John Debney,Buddy and Santa's Flight,2003
SONDBYI12A6310D81C,AR8B1WY1187FB38366,Rakim,Outro,1997
SOKEAOU12A6D4FB6B2,ARLDW2Y1187B9B544F,Tommy James And The Shondells,Out Of The Blue,1989
SOZYWLD12AB01859CE,ARIZCNG12802FDFC69,Coraleena Ellis,Wide Awake In A Dream,0
SONFVHA12A6D4F932F,ARB29H41187B98F0EF,Terry Callier,Satin Doll,2007
SOFMCTW12A8C139DDA,AR0V36F1187FB366B1,The Chieftains,The Raggle Taggle Gypsy,2003
SOBRNCK12A8C13FB92,ARJO8W91187B9AB734,Count Ossie,No Night In Zion - Original,1994
SOAEJTI12A8C145051,ARJBWQI1187B9B17D1,Trivium,Shogun [with fade_ for special edition],2008
SOKRLXS12AB0183E51,ARUUXNF1187B98FB36,Charlie Peacock,The Quality of Life,0
SOYIRYT12A6D4F9B3E,ARWZE8O1187B9B8480,Elmer Bernstein,Drown The Dog!,0
SOEPZDK12A58A7C033,AREUIRT11F4C8408E6,Peter Spence,Baby I,0
SORAXQJ12A8C1333AA,ARW1DZQ1187B9A18E0,Vusi Mahlasela,Pata Pata,0
SOUOJUC12AB017CF7E,ARSDSMG1187B98CB59,Eddie Cantor,Charley_ My Boy,0
SOEHDUX12AB0187C5A,ARN8NCB1187FB49652,Lionel Rogg,Choral : Komm_ Heiliger Geist_ BuxWV 199 (Remasteris\xc3\xa9 En 2010),0
SOWOACC12AB0181FCC,ARDPPNV11F4C842433,Marimba Alma De Chiapas De Juan Palacios,Atotonilco,0
SOIPEKK12AB01805B4,AR858UO1187FB437B4,Precious Bryant,When The Saints Go Marching In,2002
SOBQKWL12A8C14337F,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,Town Topic (Instrumental),2008
SOWJDTP12AB018715D,ARHINI31187B995C1D,Singing Melody,Player No More,0
SOUCLBZ12AB0182A5A,AROMMO41187B99F8FF,Jeff Wahl,Waterfall,2003
SOGPMNP12AB0186B39,AROATPL1187FB48E12,UFO,Out In The Street (Live In Cleveland_ Ohio),0
SOGVPUQ12AC468BCA8,ARSIECN1257509EBB0,Kapelle Herrenweide,Humppa,2009
SOXHLIO12AB0185C6F,ARFRKCM1187B99A041,Jamie Richards,Easier By Now,0
SOHWZOW12AB017EE95,AR2B8ON1187FB58456,Marcelo Radulovich,Spirit and Machine,0
SONRQRW12AB01880EC,ARBSAVH1241B9CA637,Antonio Koudele,Track TAKE FIVE,0
SOEKMUY12AB018CB47,ARH1LE01187B98D68D,John Debney,Porcelain Man,1999
SOZVXUQ12AB01832CC,ARO6WZY1187FB3A86E,Sonic Subjunkies,Turntable Terrorist,1995
SOKEFDU12AB0187D54,AR3JMC51187B9AE49D,Backstreet Boys,PDA,2009
SOFGBOY12AB018549F,AR8FMEN1187FB4A657,Lizzy Borden,(Wake Up) Time to Die,1985
SOQBKAT12A81C20661,ARZXYRK1187B99E432,John Stevens,I Only Have Eyes For You (Album Version),2005
SOUWPSC12A81C2193E,AR1DGSO1187FB59B15,Eddie Turner,Jody,0
SOQOPQU12A8C134960,ARP7DLV1187FB4EF07,Pretty Boy Floyd,Dept. Of Youth,0
SOVXRTG12AC468A7C2,ARCZ42S1187B98C0D7,DJ Slugo,Where the Rats 3,0
SOETZNT12A8AE46467,AR83XLX1187B991E33,Chris Rodriguez,Turn Around (LP Version),0
SOILAOQ12AB01894C9,ARTML781187B9AF080,Neeme Jarvi,Hary Janos Suite : VI. A csaszari udvar bevonulasa (Entrance of the Emperor and his Court),0
SOSUVCW12A8C13580D,ARN2C4X1187B9B363C,Jack Off Jill,Horrible,1995
SOIXENX12A8C134CE1,ARMSL551187FB3F4B0,K's Choice,Another Year,2000
SOSPNDI12AB017F769,ARL3VGT1187FB40E8E,Los Fabulosos Cadillacs,Noches Arabes,1986
SOSLEEL12A8C130C5D,ARKKYQD11F4C83D170,NAZCA PERU,Aurora,0
SOOWFTN12AB0184778,ARHWRBR119B8669309,Hatesex,Hatesex (Reborn),0
SOZUVDO12A6D4F7695,ARCT5P61187FB3D950,The Impressions,Ridin' High,0
SOEXIYD12A58A7D818,ARMTXSP1187B990581,Sheila Walsh,Circle Of Hands (For A Time Like This Album Version),0
SOFZNZA12A6D4F8B0D,AR5LE4K1187FB4C3BE,John Hiatt,Memphis In The Meantime,1987
SOOCRIF12AB0181137,ARH0Z131187B9B69E9,Kool Moe Dee,Knowledge Is King,1989
SOAJEOO12A8C13A2FF,ARB5S4L1187FB4AD20,Carlos Ponce,Decir Adios,1999
SOPOHQT12A8C13AFD3,AR323JD1187FB483D0,Solomon,Piano Sonata No. 28 in A Op. 101 (1993 Digital Remaster): III.    Adagio_ ma non troppo,0
SOKHEON12A8C13EABE,ARWLJLY1187B9AD881,Desert Dwellers,Pranafestation,2006
SOFBETS12AB018BE24,AR9OTFC11C8A415220,D.A.D.,Sleeping My Day Away [Live],0
SOSAANW12A6D4F7BB8,ARDPTGD1187B9AD361,Brand X,Collapsar,1977
SOGBUUF12AB018B87E,ARTDQRC1187FB4EFD4,Black Eyed Peas,Let's Get It Started,2004
SOQHTSH12AB01849EE,AR8FMEN1187FB4A657,Lizzy Borden,There Will Be Blood Tonight,2000
SOAVOLU12AB01817A3,ARXGICZ1187FB444DD,The Merry Macs,Sentimental Journey,0
SOIGYUY12A6D4F8A3F,ARGS67J1187FB3FC1A,Righteous Brothers,Harlem Shuffle,1999
SORDHCR12A8C13EF5E,AROJ4RQ1187FB50102,Pinch feat. Rudey Lee,Step 2 It,0
SODKPKO12A58A79DF7,ARD7TVE1187B99BFB1,Casual,I believe,0
SOAFHVH12AAF3B11C8,ARUHYH21187B98BA89,The Tragically Hip,The Drop-Off,2006
SOLXJZP12A8C1352AE,AREXX3T1187B989950,Scott Krippayne,In The Name Of God (Gentle Revolution Album Version),0
SOYIUPV12AF72AC56B,ARXPPEY1187FB51DF4,Michael Jackson,Tabloid Junkie,1995
SOGKRNG12AB01862A3,ARPNDSH1187B9B942F,Sui Generis,Bubulina,1975
SOETVON12AB0181732,ARPTHEV123E29C17B3,Flowin Immo et Les Freaqz,Immonumental,2009
SOEJCNS12A8C142BBE,AR3USQW1187FB4A90D,Bebo Norman,Borrow Mine,2004
SOYASGU12A6D4F89BE,ARKQ6QN1187B9B016D,Photek,Under The Palms,2000
SOFXDAO12A6D4FA140,ARUK0W21187B995456,Isabel Pantoja,Limosna De Amores,1999
SOGCZSL12AB018572C,ARNR58F1187FB52FA9,BigElf,Superstar,2008
SOCBMQQ12A8C14447A,ARWGY6U1187B98B228,Orquesta Sublime,Seis Perlas Cubanas,0
SOBXWEW12AB017FB9B,ARYN2M61187B995BD6,Juanes,Rebelion,0
SOZVJGT12A8C137370,AR6IJJ41187B98C872,Bobby Pulido,Mi Alma Esta Enamorada,1996
SOBBENR12A8C134234,AROI96Z1187B9A5304,Mish Mash,Pish Tash,0
SOMBCVV12A8C138D4B,AREDCT51187B9A6DA6,Alex Fong,Hao Lai Hao Qu,0
SOGBUZX12AB0188569,ARM4J201187B9B8B3B,Gustavo Santaolalla,Moving Up,0
SOGVYSA12A8AE47E6A,ARNLOIO11F4C841019,Isaacs,Did You Ever Go Sailin',0
SOBDCWG12A6D4F832E,ARYGSFW1187FB519B1,Mike And The Mechanics,Nobody's Perfect,1988
SOWSZAJ12A67020FFD,ARKQN8X1187B99221C,Joe Rogan,Tigers Fucking (Spoken Word) (Album Version),2000
SOOVHAY12A8C143418,ARHKQGH1187B9A4DB4,In Extremo,Vollmond,2000
SOYWUIM12AB01851F1,ARP72BU1187B99CD9A,Who Made Who,This Train (Munk Edit),0
SOVCOGQ12A58A7D0DE,ARLQ5EV1187FB4491D,Don Francisco,Give Your Heart a Home,1991
SOUHUZR12A8C13E7A6,ARJ5FD21187FB43F12,Mavado,Real McKoy Feat. Busy Signal,2007
SOUOETK12A58A7B18D,AR25LGJ1187B9B2492,Doug Sahm Tex Mex Trip,Catch Me In The Morning (Album Version),0
SOXXBFW12A8C13D1E6,ARGYHUI1187B9AC2A5,Hanoi Rocks,No Comprimise_ No Regrets,2005
SOODQDR12AB0181456,ARWGY6U1187B98B228,Orquesta Sublime,La Vida Eres,0
SOOUUAW12AB0187CFD,AR2WUJP1187B99364C,Nicola Fasano feat. Paula B.,Missing,0
SOBFOYA12A6D4FB36C,AREBSCJ1241B9C7BDF,Staatskapelle Dresden/Herbert Blomstedt,Peer Gynt - Incidental Music (2004 Digital Remaster): 4.   In the Hall of the Mountain King,0
SOUXCFT12AB01846C9,ARRSNAA11F50C49717,Ocho y Media,A la Hora,0
SOILOWM12AB018648D,AR3TG3X1187FB4D577,Atari Teenage Riot,Destroy 2000 Years Of Culture,1997
SORURGG12A8C13E8BF,ARX9YIP1187B98A656,RUN-DMC,Crack,1988
SORUIOA12A8C13F7CE,ARDW74M1187B98DA34,Bill & Gloria Gaither,Stand By Me (Freedom Band Album Version),0
SOJMWFE12A8C139C13,AR2H1J41187FB5C640,Danny Elfman,Birdies,0
SONFGZA12AB018643D,AR243ZT1187B9A98D2,Otis Spann,Evil Ways,1989
SOCCEGY12A8C1455F8,ARFUSID1241B9C9462,Daniela Dess\xc3\xac,Tramonto Etnico,0
SOLLQVT12A81C208EF,AR4MCB01187B98BF5C,Atman,Distant Voices,2002
SOAGUHP12A58A77F2C,ARTHWIZ1187FB4258D,Frank Ifield,Give Me Your Word,0
SOFRPEI12A8C13407E,AR0QL3J1187FB3748E,Clara Nunes,Tudo E Ilusao (1997 Digital Remaster),0
SOGCJBR12AB0184C53,AR0B8CT1187B9B2CF3,Fyah Blaze,Hurry Hurry Baby (Dj Edit),0
SOGOXVK12A6D4F91F9,ARDE7I31187FB43352,Gonzalo Rubalcaba,Improv #1,2006
SOUDIVN12AF72A07D7,ARYF20K1187B9B76BD,George Lopez,Kids In the Store,2003
SOKOYJZ12A8C13FB58,ARMB95F1187B9B5B93,Cam'Ron / Juelz Santana,Losing Weight Part 2,2002
SOTJIBZ12A58A79560,ARGXXNS1187FB4BAA4,Minipop,Fingerprints,2007
SOBLFTH12A6BD53D38,AREUYDJ1187B9BA040,Krystof,Star,2004
SOCXWVO12A58A7E7C6,AR2BBHS1187FB4AE06,Jeff Beck Group,Jody,1971
SOJLTEX12AB0184688,ARL62M311C8A4213F2,Katie Armiger,Love Without Fear,0
